"TIME","TIME_LABEL","GEO","COICOP","UNIT","Value"
"2015","2015","Malta","Potatoes","Per mille",":"
"2015","2015","Malta","Other tubers and products of tuber vegetables","Per mille",":"
"2015","2015","Malta","Sugar, jam, honey, chocolate and confectionery","Per mille","9"
"2015","2015","Malta","Sugar","Per mille",":"
"2015","2015","Malta","Jams, marmalades and honey ","Per mille",":"
"2015","2015","Malta","Chocolate","Per mille",":"
"2015","2015","Malta","Confectionery products","Per mille",":"
"2015","2015","Malta","Edible ices and ice cream","Per mille",":"
"2015","2015","Malta","Other sugar products","Per mille",":"
"2015","2015","Malta","Food products n.e.c.","Per mille","10"
"2015","2015","Malta","Sauces, condiments","Per mille",":"
"2015","2015","Malta","Salt, spices and culinary herbs","Per mille",":"
"2015","2015","Malta","Other food products n.e.c.","Per mille",":"
"2015","2015","Malta","Baker's yeast, dessert preparations, soups","Per mille",":"
"2015","2015","Malta","Non-alcoholic beverages","Per mille","20"
"2015","2015","Malta","Coffee, tea and cocoa","Per mille","5"
"2015","2015","Malta","Coffee","Per mille",":"
"2015","2015","Malta","Tea","Per mille",":"
"2015","2015","Malta","Cocoa and powdered chocolate","Per mille",":"
"2015","2015","Malta","Mineral waters, soft drinks, fruit and vegetable juices","Per mille","15"
"2015","2015","Malta","Mineral or spring waters","Per mille",":"
"2015","2015","Malta","Soft drinks","Per mille",":"
"2015","2015","Malta","Fruit juices","Per mille",":"
"2015","2015","Malta","Vegetable juices","Per mille",":"
"2015","2015","Malta","Alcoholic beverages, tobacco and narcotics","Per mille","23"
"2015","2015","Malta","Alcoholic beverages","Per mille","9"
"2015","2015","Malta","Spirits","Per mille","2"
"2015","2015","Malta","Wine","Per mille","5"
"2015","2015","Malta","Beer","Per mille","2"
"2015","2015","Malta","Tobacco","Per mille","15"
"2015","2015","Malta","Tobacco","Per mille","15"
"2015","2015","Malta","Narcotics","Per mille","0"
"2015","2015","Malta","Narcotics","Per mille","0"
"2015","2015","Malta","Clothing and footwear","Per mille","79"
"2015","2015","Malta","Clothing","Per mille","59"
"2015","2015","Malta","Clothing materials","Per mille","0"
"2015","2015","Malta","Garments","Per mille","55"
"2015","2015","Malta","Other articles of clothing and clothing accessories","Per mille","3"
"2015","2015","Malta","Cleaning, repair and hire of clothing","Per mille","1"
"2015","2015","Malta","Footwear","Per mille","20"
"2015","2015","Malta","Shoes and other footwear","Per mille","20"
"2015","2015","Malta","Repair and hire of footwear","Per mille","0"
"2015","2015","Malta","Housing, water, electricity, gas and other fuels","Per mille","84"
"2015","2015","Malta","Actual rentals for housing","Per mille","18"
"2015","2015","Malta","Actual rentals paid by tenants","Per mille","16"
"2015","2015","Malta","Other actual rentals","Per mille","2"
"2015","2015","Malta","Imputed rentals for housing","Per mille","0"
"2015","2015","Malta","Imputed rentals of owner-occupiers","Per mille","0"
"2015","2015","Malta","Other imputed rentals","Per mille","0"
"2015","2015","Malta","Maintenance and repair of the dwelling","Per mille","27"
"2015","2015","Malta","Materials for the maintenance and repair of the dwelling","Per mille","14"
"2015","2015","Malta","Services for the maintenance and repair of the dwelling","Per mille","13"
"2015","2015","Malta","Water supply and miscellaneous services relating to the dwelling","Per mille","11"
"2015","2015","Malta","Water supply","Per mille","9"
"2015","2015","Malta","Refuse collection","Per mille","0"
"2015","2015","Malta","Sewerage collection","Per mille","0"
"2015","2015","Malta","Other services relating to the dwelling n.e.c.","Per mille","2"
"2015","2015","Malta","Electricity, gas and other fuels","Per mille","28"
"2015","2015","Malta","Electricity","Per mille","23"
"2015","2015","Malta","Gas","Per mille","4"
"2015","2015","Malta","Liquid fuels","Per mille","0"
"2015","2015","Malta","Solid fuels","Per mille","0"
"2015","2015","Malta","Heat energy","Per mille","0"
"2015","2015","Malta","Furnishings, household equipment and routine household maintenance","Per mille","74"
"2015","2015","Malta","Furniture and furnishings, carpets and other floor coverings","Per mille","23"
"2015","2015","Malta","Furniture and furnishings","Per mille","22"
"2015","2015","Malta","Carpets and other floor coverings","Per mille","1"
"2015","2015","Malta","Repair of furniture, furnishings and floor coverings","Per mille","0"
"2015","2015","Malta","Household textiles","Per mille","4"
"2015","2015","Malta","Household textiles","Per mille","4"
"2015","2015","Malta","Household appliances","Per mille","13"
"2015","2015","Malta","Major household appliances whether electric or not","Per mille","10"
"2015","2015","Malta","Small electric household appliances","Per mille","1"
"2015","2015","Malta","Repair of household appliances","Per mille","2"
"2015","2015","Malta","Glassware, tableware and household utensils","Per mille","4"
"2015","2015","Malta","Glassware, tableware and household utensils","Per mille","4"
"2015","2015","Malta","Tools and equipment for house and garden","Per mille","7"
"2015","2015","Malta","Major tools and equipment","Per mille","1"
"2015","2015","Malta","Small tools and miscellaneous accessories","Per mille","6"
"2015","2015","Malta","Goods and services for routine household maintenance","Per mille","23"
"2015","2015","Malta","Non-durable household goods","Per mille","18"
"2015","2015","Malta","Domestic services and household services","Per mille","4"
"2015","2015","Malta","Health","Per mille","56"
"2015","2015","Malta","Medical products, appliances and equipment","Per mille","30"
"2015","2015","Malta","Pharmaceutical products","Per mille","26"
"2015","2015","Malta","Other medical products","Per mille","1"
"2015","2015","Malta","Therapeutic appliances and equipment","Per mille","4"
"2015","2015","Malta","Out-patient services","Per mille","24"
"2015","2015","Malta","Medical services","Per mille","10"
"2015","2015","Malta","Dental services","Per mille","10"
"2015","2015","Malta","Paramedical services","Per mille","4"
"2015","2015","Malta","Hospital services","Per mille","1"
"2015","2015","Malta","Hospital services","Per mille","1"
"2015","2015","Malta","Transport","Per mille","142"
"2015","2015","Malta","Purchase of vehicles","Per mille","53"
"2015","2015","Malta","Motor cars","Per mille","51"
"2015","2015","Malta","Motor cycles","Per mille","2"
"2015","2015","Malta","Bicycles","Per mille","1"
"2015","2015","Malta","Animal drawn vehicles","Per mille","0"
"2015","2015","Malta","Operation of personal transport equipment","Per mille","66"
"2015","2015","Malta","Spare parts and accessories for personal transport equipment","Per mille","2"
"2015","2015","Malta","Fuels and lubricants for personal transport equipment","Per mille","52"
"2015","2015","Malta","Maintenance and repair of personal transport equipment","Per mille","10"
"2015","2015","Malta","Other services in respect of personal transport equipment","Per mille","3"
"2015","2015","Malta","Transport services","Per mille","23"
"2015","2015","Malta","Passenger transport by railway","Per mille","0"
"2015","2015","Malta","Passenger transport by road","Per mille","5"
"2015","2015","Malta","Passenger transport by air","Per mille","15"
"2015","2015","Malta","Passenger transport by sea and inland waterway","Per mille","2"
"2015","2015","Malta","Combined passenger transport","Per mille","0"
"2015","2015","Malta","Other purchased transport services","Per mille","1"
"2015","2015","Malta","Communications","Per mille","43"
"2015","2015","Malta","Postal services","Per mille","2"
"2015","2015","Malta","Postal services","Per mille","2"
"2015","2015","Malta","Telephone and telefax equipment","Per mille","4"
"2015","2015","Malta","Telephone and telefax equipment","Per mille","4"
"2015","2015","Malta","Telephone and telefax services","Per mille","38"
"2015","2015","Malta","Telephone and telefax services","Per mille","38"
"2015","2015","Malta","Recreation and culture","Per mille","80"
"2015","2015","Malta","Audio-visual, photographic and information processing equipment","Per mille","14"
"2015","2015","Malta","Equipment for the reception, recording and reproduction of sound and picture","Per mille","3"
"2015","2015","Malta","Photographic and cinematographic equipment and optical instruments","Per mille","2"
"2015","2015","Malta","Information processing equipment","Per mille","6"
"2015","2015","Malta","Recording media","Per mille","1"
"2015","2015","Malta","Repair of audio-visual, photographic and information processing equipment","Per mille","1"
"2015","2015","Malta","Other major durables for recreation and culture","Per mille","4"
"2015","2015","Malta","Major durables for outdoor recreation","Per mille","2"
"2015","2015","Malta","Musical instruments and major durables for indoor recreation","Per mille","1"
"2015","2015","Malta","Maintenance and repair of other major durables for recreation and culture","Per mille","1"
"2015","2015","Malta","Other recreational items and equipment, gardens and pets","Per mille","20"
"2015","2015","Malta","Games, toys and hobbies","Per mille","5"
"2015","2015","Malta","Equipment for sport, camping and open-air recreation","Per mille","2"
"2015","2015","Malta","Gardens, plants and flowers","Per mille","2"
"2015","2015","Malta","Pets and related products","Per mille","10"
"2015","2015","Malta","Veterinary and other services for pets","Per mille","1"
"2015","2015","Malta","Recreational and cultural services","Per mille","15"
"2015","2015","Malta","Recreational and sporting services","Per mille","7"
"2015","2015","Malta","Cultural services","Per mille","7"
"2015","2015","Malta","Games of chance","Per mille","0"
"2015","2015","Malta","Newspapers, books and stationery","Per mille","13"
"2015","2015","Malta","Books","Per mille","6"
"2015","2015","Malta","Newspapers and periodicals","Per mille","2"
"2015","2015","Malta","Miscellaneous printed matter","Per mille","2"
"2015","2015","Malta","Stationery and drawing materials","Per mille","2"
"2015","2015","Malta","Package holidays","Per mille","15"
"2015","2015","Malta","Package holidays","Per mille","15"
"2015","2015","Malta","Education","Per mille","28"
"2015","2015","Malta","Pre-primary and primary education","Per mille","5"
"2015","2015","Malta","Pre-primary and primary education","Per mille","5"
"2015","2015","Malta","Secondary education","Per mille","6"
"2015","2015","Malta","Secondary education","Per mille","6"
"2015","2015","Malta","Post-secondary non-tertiary education","Per mille","4"
"2015","2015","Malta","Post-secondary non-tertiary education","Per mille","4"
"2015","2015","Malta","Tertiary education","Per mille","7"
"2015","2015","Malta","Tertiary education","Per mille","7"
"2015","2015","Malta","Education not definable by level","Per mille","6"
"2015","2015","Malta","Education not definable by level","Per mille","6"
"2015","2015","Malta","Restaurants and hotels","Per mille","83"
"2015","2015","Malta","Catering services","Per mille","78"
"2015","2015","Malta","Restaurants, cafés and the like","Per mille","76"
"2015","2015","Malta","Canteens","Per mille","2"
"2015","2015","Malta","Accommodation services","Per mille","5"
"2015","2015","Malta","Accommodation services ","Per mille","5"
"2015","2015","Malta","Miscellaneous goods and services","Per mille","108"
"2015","2015","Malta","Personal care","Per mille","42"
"2015","2015","Malta","Hairdressing salons and personal grooming establishments","Per mille","19"
"2015","2015","Malta","Electrical appliances for personal care","Per mille","0"
"2015","2015","Malta","Other appliances, articles and products for personal care ","Per mille","23"
"2015","2015","Malta","Prostitution","Per mille","0"
"2015","2015","Malta","Prostitution","Per mille","0"
"2015","2015","Malta","Personal effects n.e.c.","Per mille","12"
"2015","2015","Malta","Jewellery, clocks and watches","Per mille","6"
"2015","2015","Malta","Other personal effects","Per mille","5"
"2015","2015","Malta","Social protection","Per mille","0"
"2015","2015","Malta","Social protection ","Per mille","0"
"2015","2015","Malta","Insurance","Per mille","27"
"2015","2015","Malta","Insurance connected with the dwelling","Per mille","6"
"2015","2015","Malta","Insurance connected with health","Per mille","3"
"2015","2015","Malta","Insurance connected with transport","Per mille","17"
"2015","2015","Malta","Other insurance","Per mille","1"
"2015","2015","Malta","Financial services n.e.c.","Per mille","1"
"2015","2015","Malta","Other financial services n.e.c.","Per mille","1"
"2015","2015","Malta","Other services n.e.c.","Per mille","26"
"2015","2015","Malta","Other services n.e.c. ","Per mille","26"
"2015","2015","Netherlands","Food and non-alcoholic beverages","Per mille","106"
"2015","2015","Netherlands","Food","Per mille","95"
"2015","2015","Netherlands","Bread and cereals","Per mille","18"
"2015","2015","Netherlands","Rice","Per mille",":"
"2015","2015","Netherlands","Bread","Per mille",":"
"2015","2015","Netherlands","Other bakery products","Per mille",":"
"2015","2015","Netherlands","Pasta products and couscous","Per mille",":"
"2015","2015","Netherlands","Other cereal products","Per mille",":"
"2015","2015","Netherlands","Meat","Per mille","18"
"2015","2015","Netherlands","Beef and veal","Per mille",":"
"2015","2015","Netherlands","Pork","Per mille",":"
"2015","2015","Netherlands","Lamb and goat","Per mille",":"
"2015","2015","Netherlands","Poultry","Per mille",":"
"2015","2015","Netherlands","Dried, salted or smoked meat and edible meat offal","Per mille",":"
"2015","2015","Netherlands","Other preserved or processed meat and meat preparations","Per mille",":"
"2015","2015","Netherlands","Other fresh, chilled or frozen edible meat","Per mille",":"
"2015","2015","Netherlands","Fish and seafood","Per mille","4"
"2015","2015","Netherlands","Fresh, chilled or frozen fish","Per mille",":"
"2015","2015","Netherlands","Fresh, chilled or frozen seafood","Per mille",":"
"2015","2015","Netherlands","Dried, smoked or salted fish and seafood","Per mille",":"
"2015","2015","Netherlands","Other preserved or processed fish and seafood and fish and seafood preparations","Per mille",":"
"2015","2015","Netherlands","Milk, cheese and eggs","Per mille","14"
"2015","2015","Netherlands","Whole milk","Per mille",":"
"2015","2015","Netherlands","Low fat milk","Per mille",":"
"2015","2015","Netherlands","Preserved milk","Per mille",":"
"2015","2015","Netherlands","Yoghurt","Per mille",":"
"2015","2015","Netherlands","Cheese and curd","Per mille",":"
"2015","2015","Netherlands","Other milk products","Per mille",":"
"2015","2015","Netherlands","Eggs","Per mille",":"
"2015","2015","Netherlands","Oils and fats","Per mille","2"
"2015","2015","Netherlands","Butter","Per mille",":"
"2015","2015","Netherlands","Margarine and other vegetable fats","Per mille",":"
"2015","2015","Netherlands","Olive oil","Per mille",":"
"2015","2015","Netherlands","Other edible oils","Per mille",":"
"2015","2015","Netherlands","Other edible animal fats","Per mille",":"
"2015","2015","Netherlands","Fruit","Per mille","10"
"2015","2015","Netherlands","Citrus fruits (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Netherlands","Bananas (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Netherlands","Apples (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Netherlands","Pears (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Netherlands","Stone fruits (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Netherlands","Berries (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Netherlands","Other fresh, chilled or frozen fruits","Per mille",":"
"2015","2015","Netherlands","Dried fruit and nuts","Per mille",":"
"2015","2015","Netherlands","Preserved fruit and fruit-based products","Per mille",":"
"2015","2015","Netherlands","Vegetables","Per mille","13"
"2015","2015","Netherlands","Leaf and stem vegetables (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Netherlands","Cabbages (fresh or chilled)","Per mille",":"
"2015","2015","Netherlands","Vegetable grown for their fruit (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Netherlands","Root crops, non-starchy bulbs and mushrooms (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Netherlands","Dried vegetables","Per mille",":"
"2015","2015","Netherlands","Other preserved or processed vegetables","Per mille",":"
"2015","2015","Netherlands","Potatoes","Per mille",":"
"2015","2015","Netherlands","Other tubers and products of tuber vegetables","Per mille",":"
"2015","2015","Netherlands","Sugar, jam, honey, chocolate and confectionery","Per mille","6"
"2015","2015","Netherlands","Sugar","Per mille",":"
"2015","2015","Netherlands","Jams, marmalades and honey ","Per mille",":"
"2015","2015","Netherlands","Chocolate","Per mille",":"
"2015","2015","Netherlands","Confectionery products","Per mille",":"
"2015","2015","Netherlands","Edible ices and ice cream","Per mille",":"
"2015","2015","Netherlands","Other sugar products","Per mille",":"
"2015","2015","Netherlands","Food products n.e.c.","Per mille","10"
"2015","2015","Netherlands","Sauces, condiments","Per mille",":"
"2015","2015","Netherlands","Salt, spices and culinary herbs","Per mille",":"
"2015","2015","Netherlands","Other food products n.e.c.","Per mille",":"
"2015","2015","Netherlands","Baker's yeast, dessert preparations, soups","Per mille",":"
"2015","2015","Netherlands","Non-alcoholic beverages","Per mille","11"
"2015","2015","Netherlands","Coffee, tea and cocoa","Per mille","4"
"2015","2015","Netherlands","Coffee","Per mille",":"
"2015","2015","Netherlands","Tea","Per mille",":"
"2015","2015","Netherlands","Cocoa and powdered chocolate","Per mille",":"
"2015","2015","Netherlands","Mineral waters, soft drinks, fruit and vegetable juices","Per mille","7"
"2015","2015","Netherlands","Mineral or spring waters","Per mille",":"
"2015","2015","Netherlands","Soft drinks","Per mille",":"
"2015","2015","Netherlands","Fruit juices","Per mille",":"
"2015","2015","Netherlands","Vegetable juices","Per mille",":"
"2015","2015","Netherlands","Alcoholic beverages, tobacco and narcotics","Per mille","29"
"2015","2015","Netherlands","Alcoholic beverages","Per mille","13"
"2015","2015","Netherlands","Spirits","Per mille","2"
"2015","2015","Netherlands","Wine","Per mille","7"
"2015","2015","Netherlands","Beer","Per mille","4"
"2015","2015","Netherlands","Tobacco","Per mille","15"
"2015","2015","Netherlands","Tobacco","Per mille","15"
"2015","2015","Netherlands","Narcotics","Per mille","0"
"2015","2015","Netherlands","Narcotics","Per mille","0"
"2015","2015","Netherlands","Clothing and footwear","Per mille","45"
"2015","2015","Netherlands","Clothing","Per mille","36"
"2015","2015","Netherlands","Clothing materials","Per mille","0"
"2015","2015","Netherlands","Garments","Per mille","34"
"2015","2015","Netherlands","Other articles of clothing and clothing accessories","Per mille","2"
"2015","2015","Netherlands","Cleaning, repair and hire of clothing","Per mille","0"
"2015","2015","Netherlands","Footwear","Per mille","9"
"2015","2015","Netherlands","Shoes and other footwear","Per mille","9"
"2015","2015","Netherlands","Repair and hire of footwear","Per mille","0"
"2015","2015","Netherlands","Housing, water, electricity, gas and other fuels","Per mille","304"
"2015","2015","Netherlands","Actual rentals for housing","Per mille","79"
"2015","2015","Netherlands","Actual rentals paid by tenants","Per mille","79"
"2015","2015","Netherlands","Other actual rentals","Per mille","1"
"2015","2015","Netherlands","Imputed rentals for housing","Per mille","144"
"2015","2015","Netherlands","Imputed rentals of owner-occupiers","Per mille","144"
"2015","2015","Netherlands","Other imputed rentals","Per mille","0"
"2015","2015","Netherlands","Maintenance and repair of the dwelling","Per mille","5"
"2015","2015","Netherlands","Materials for the maintenance and repair of the dwelling","Per mille","5"
"2015","2015","Netherlands","Services for the maintenance and repair of the dwelling","Per mille","1"
"2015","2015","Netherlands","Water supply and miscellaneous services relating to the dwelling","Per mille","30"
"2015","2015","Netherlands","Water supply","Per mille","9"
"2015","2015","Netherlands","Refuse collection","Per mille","7"
"2015","2015","Netherlands","Sewerage collection","Per mille","4"
"2015","2015","Netherlands","Other services relating to the dwelling n.e.c.","Per mille","11"
"2015","2015","Netherlands","Electricity, gas and other fuels","Per mille","45"
"2015","2015","Netherlands","Electricity","Per mille","16"
"2015","2015","Netherlands","Gas","Per mille","29"
"2015","2015","Netherlands","Liquid fuels","Per mille","0"
"2015","2015","Netherlands","Solid fuels","Per mille","0"
"2015","2015","Netherlands","Heat energy","Per mille","0"
"2015","2015","Netherlands","Furnishings, household equipment and routine household maintenance","Per mille","51"
"2015","2015","Netherlands","Furniture and furnishings, carpets and other floor coverings","Per mille","19"
"2015","2015","Netherlands","Furniture and furnishings","Per mille","17"
"2015","2015","Netherlands","Carpets and other floor coverings","Per mille","2"
"2015","2015","Netherlands","Repair of furniture, furnishings and floor coverings","Per mille","0"
"2015","2015","Netherlands","Household textiles","Per mille","5"
"2015","2015","Netherlands","Household textiles","Per mille","5"
"2015","2015","Netherlands","Household appliances","Per mille","7"
"2015","2015","Netherlands","Major household appliances whether electric or not","Per mille","4"
"2015","2015","Netherlands","Small electric household appliances","Per mille","2"
"2015","2015","Netherlands","Repair of household appliances","Per mille","1"
"2015","2015","Netherlands","Glassware, tableware and household utensils","Per mille","4"
"2015","2015","Netherlands","Glassware, tableware and household utensils","Per mille","4"
"2015","2015","Netherlands","Tools and equipment for house and garden","Per mille","5"
"2015","2015","Netherlands","Major tools and equipment","Per mille","1"
"2015","2015","Netherlands","Small tools and miscellaneous accessories","Per mille","4"
"2015","2015","Netherlands","Goods and services for routine household maintenance","Per mille","12"
"2015","2015","Netherlands","Non-durable household goods","Per mille","5"
"2015","2015","Netherlands","Domestic services and household services","Per mille","7"
"2015","2015","Netherlands","Health","Per mille","13"
"2015","2015","Netherlands","Medical products, appliances and equipment","Per mille","8"
"2015","2015","Netherlands","Pharmaceutical products","Per mille","4"
"2015","2015","Netherlands","Other medical products","Per mille","0"
"2015","2015","Netherlands","Therapeutic appliances and equipment","Per mille","4"
"2015","2015","Netherlands","Out-patient services","Per mille","5"
"2015","2015","Netherlands","Medical services","Per mille","2"
"2015","2015","Netherlands","Dental services","Per mille","2"
"2015","2015","Netherlands","Paramedical services","Per mille","1"
"2015","2015","Netherlands","Hospital services","Per mille","0"
"2015","2015","Netherlands","Hospital services","Per mille","0"
"2015","2015","Netherlands","Transport","Per mille","125"
"2015","2015","Netherlands","Purchase of vehicles","Per mille","44"
"2015","2015","Netherlands","Motor cars","Per mille","39"
"2015","2015","Netherlands","Motor cycles","Per mille","2"
"2015","2015","Netherlands","Bicycles","Per mille","2"
"2015","2015","Netherlands","Animal drawn vehicles","Per mille","0"
"2015","2015","Netherlands","Operation of personal transport equipment","Per mille","66"
"2015","2015","Netherlands","Spare parts and accessories for personal transport equipment","Per mille","4"
"2015","2015","Netherlands","Fuels and lubricants for personal transport equipment","Per mille","37"
"2015","2015","Netherlands","Maintenance and repair of personal transport equipment","Per mille","10"
"2015","2015","Netherlands","Other services in respect of personal transport equipment","Per mille","15"
"2015","2015","Netherlands","Transport services","Per mille","15"
"2015","2015","Netherlands","Passenger transport by railway","Per mille","3"
"2015","2015","Netherlands","Passenger transport by road","Per mille","1"
"2015","2015","Netherlands","Passenger transport by air","Per mille","8"
"2015","2015","Netherlands","Passenger transport by sea and inland waterway","Per mille","0"
"2015","2015","Netherlands","Combined passenger transport","Per mille","3"
"2015","2015","Netherlands","Other purchased transport services","Per mille","0"
"2015","2015","Netherlands","Communications","Per mille","32"
"2015","2015","Netherlands","Postal services","Per mille","1"
"2015","2015","Netherlands","Postal services","Per mille","1"
"2015","2015","Netherlands","Telephone and telefax equipment","Per mille","2"
"2015","2015","Netherlands","Telephone and telefax equipment","Per mille","2"
"2015","2015","Netherlands","Telephone and telefax services","Per mille","29"
"2015","2015","Netherlands","Telephone and telefax services","Per mille","29"
"2015","2015","Netherlands","Recreation and culture","Per mille","84"
"2015","2015","Netherlands","Audio-visual, photographic and information processing equipment","Per mille","11"
"2015","2015","Netherlands","Equipment for the reception, recording and reproduction of sound and picture","Per mille","3"
"2015","2015","Netherlands","Photographic and cinematographic equipment and optical instruments","Per mille","1"
"2015","2015","Netherlands","Information processing equipment","Per mille","7"
"2015","2015","Netherlands","Recording media","Per mille","1"
"2015","2015","Netherlands","Repair of audio-visual, photographic and information processing equipment","Per mille","0"
"2015","2015","Netherlands","Other major durables for recreation and culture","Per mille","5"
"2015","2015","Netherlands","Major durables for outdoor recreation","Per mille","3"
"2015","2015","Netherlands","Musical instruments and major durables for indoor recreation","Per mille","0"
"2015","2015","Netherlands","Maintenance and repair of other major durables for recreation and culture","Per mille","1"
"2015","2015","Netherlands","Other recreational items and equipment, gardens and pets","Per mille","17"
"2015","2015","Netherlands","Games, toys and hobbies","Per mille","4"
"2015","2015","Netherlands","Equipment for sport, camping and open-air recreation","Per mille","2"
"2015","2015","Netherlands","Gardens, plants and flowers","Per mille","5"
"2015","2015","Netherlands","Pets and related products","Per mille","4"
"2015","2015","Netherlands","Veterinary and other services for pets","Per mille","1"
"2015","2015","Netherlands","Recreational and cultural services","Per mille","26"
"2015","2015","Netherlands","Recreational and sporting services","Per mille","15"
"2015","2015","Netherlands","Cultural services","Per mille","7"
"2015","2015","Netherlands","Games of chance","Per mille","4"
"2015","2015","Netherlands","Newspapers, books and stationery","Per mille","11"
"2015","2015","Netherlands","Books","Per mille","4"
"2015","2015","Netherlands","Newspapers and periodicals","Per mille","5"
"2015","2015","Netherlands","Miscellaneous printed matter","Per mille","1"
"2015","2015","Netherlands","Stationery and drawing materials","Per mille","1"
"2015","2015","Netherlands","Package holidays","Per mille","13"
"2015","2015","Netherlands","Package holidays","Per mille","13"
"2015","2015","Netherlands","Education","Per mille","13"
"2015","2015","Netherlands","Pre-primary and primary education","Per mille","1"
"2015","2015","Netherlands","Pre-primary and primary education","Per mille","1"
"2015","2015","Netherlands","Secondary education","Per mille","0"
"2015","2015","Netherlands","Secondary education","Per mille","0"
"2015","2015","Netherlands","Post-secondary non-tertiary education","Per mille","0"
"2015","2015","Netherlands","Post-secondary non-tertiary education","Per mille","0"
"2015","2015","Netherlands","Tertiary education","Per mille","9"
"2015","2015","Netherlands","Tertiary education","Per mille","9"
"2015","2015","Netherlands","Education not definable by level","Per mille","3"
"2015","2015","Netherlands","Education not definable by level","Per mille","3"
"2015","2015","Netherlands","Restaurants and hotels","Per mille","57"
"2015","2015","Netherlands","Catering services","Per mille","42"
"2015","2015","Netherlands","Restaurants, cafés and the like","Per mille","42"
"2015","2015","Netherlands","Canteens","Per mille","0"
"2015","2015","Netherlands","Accommodation services","Per mille","16"
"2015","2015","Netherlands","Accommodation services ","Per mille","16"
"2015","2015","Netherlands","Miscellaneous goods and services","Per mille","140"
"2015","2015","Netherlands","Personal care","Per mille","20"
"2015","2015","Netherlands","Hairdressing salons and personal grooming establishments","Per mille","8"
"2015","2015","Netherlands","Electrical appliances for personal care","Per mille","0"
"2015","2015","Netherlands","Other appliances, articles and products for personal care ","Per mille","12"
"2015","2015","Netherlands","Prostitution","Per mille","0"
"2015","2015","Netherlands","Prostitution","Per mille","0"
"2015","2015","Netherlands","Personal effects n.e.c.","Per mille","4"
"2015","2015","Netherlands","Jewellery, clocks and watches","Per mille","2"
"2015","2015","Netherlands","Other personal effects","Per mille","1"
"2015","2015","Netherlands","Social protection","Per mille","6"
"2015","2015","Netherlands","Social protection ","Per mille","6"
"2015","2015","Netherlands","Insurance","Per mille","98"
"2015","2015","Netherlands","Insurance connected with the dwelling","Per mille","2"
"2015","2015","Netherlands","Insurance connected with health","Per mille","73"
"2015","2015","Netherlands","Insurance connected with transport","Per mille","12"
"2015","2015","Netherlands","Other insurance","Per mille","11"
"2015","2015","Netherlands","Financial services n.e.c.","Per mille","8"
"2015","2015","Netherlands","Other financial services n.e.c.","Per mille","8"
"2015","2015","Netherlands","Other services n.e.c.","Per mille","4"
"2015","2015","Netherlands","Other services n.e.c. ","Per mille","4"
"2015","2015","Austria","Food and non-alcoholic beverages","Per mille","118"
"2015","2015","Austria","Food","Per mille","105"
"2015","2015","Austria","Bread and cereals","Per mille","20"
"2015","2015","Austria","Rice","Per mille",":"
"2015","2015","Austria","Bread","Per mille",":"
"2015","2015","Austria","Other bakery products","Per mille",":"
"2015","2015","Austria","Pasta products and couscous","Per mille",":"
"2015","2015","Austria","Other cereal products","Per mille",":"
"2015","2015","Austria","Meat","Per mille","24"
"2015","2015","Austria","Beef and veal","Per mille",":"
"2015","2015","Austria","Pork","Per mille",":"
"2015","2015","Austria","Lamb and goat","Per mille",":"
"2015","2015","Austria","Poultry","Per mille",":"
"2015","2015","Austria","Dried, salted or smoked meat and edible meat offal","Per mille",":"
"2015","2015","Austria","Other preserved or processed meat and meat preparations","Per mille",":"
"2015","2015","Austria","Other fresh, chilled or frozen edible meat","Per mille",":"
"2015","2015","Austria","Fish and seafood","Per mille","3"
"2015","2015","Austria","Fresh, chilled or frozen fish","Per mille",":"
"2015","2015","Austria","Fresh, chilled or frozen seafood","Per mille",":"
"2015","2015","Austria","Dried, smoked or salted fish and seafood","Per mille",":"
"2015","2015","Austria","Other preserved or processed fish and seafood and fish and seafood preparations","Per mille",":"
"2015","2015","Austria","Milk, cheese and eggs","Per mille","16"
"2015","2015","Austria","Whole milk","Per mille",":"
"2015","2015","Austria","Low fat milk","Per mille",":"
"2015","2015","Austria","Preserved milk","Per mille",":"
"2015","2015","Austria","Yoghurt","Per mille",":"
"2015","2015","Austria","Cheese and curd","Per mille",":"
"2015","2015","Austria","Other milk products","Per mille",":"
"2015","2015","Austria","Eggs","Per mille",":"
"2015","2015","Austria","Oils and fats","Per mille","4"
"2015","2015","Austria","Butter","Per mille",":"
"2015","2015","Austria","Margarine and other vegetable fats","Per mille",":"
"2015","2015","Austria","Olive oil","Per mille",":"
"2015","2015","Austria","Other edible oils","Per mille",":"
"2015","2015","Austria","Other edible animal fats","Per mille",":"
"2015","2015","Austria","Fruit","Per mille","9"
"2015","2015","Austria","Citrus fruits (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Austria","Bananas (fresh, chilled or frozen)","Per mille",":"
